iter	Logloss
0	0.5228676805
1	0.3981911146
2	0.3163243639
3	0.2405893622
4	0.1985361553
5	0.1557928449
6	0.1220037761
7	0.09738389188
8	0.08044475485
9	0.06810051701
10	0.05897226361
11	0.05101905947
12	0.0450883108
13	0.03960247776
14	0.03543777683
15	0.03171546618
16	0.02877425456
17	0.02662247483
18	0.02392517857
19	0.02185443522
20	0.0205265392
21	0.01907933138
22	0.01817834356
23	0.01718087877
24	0.01658626617
25	0.01607385283
26	0.01494088182
27	0.01434801601
28	0.01379309069
29	0.01340364774
30	0.01304409795
31	0.01275271179
32	0.0122819242
33	0.01204230371
34	0.01166292362
35	0.01120433101
36	0.01093944124
37	0.010494988
38	0.01005942091
39	0.00975394181
40	0.009608567363
41	0.009379454333
42	0.009124576042
43	0.009024224112
44	0.008957287587
45	0.008765372054
46	0.008526406613
47	0.008358292183
48	0.008200509349
49	0.007975309817
50	0.007851760951
51	0.007613924309
52	0.007510863262
53	0.007296063498
54	0.007136479032
55	0.006981559937
56	0.006895912524
57	0.00677487468
58	0.006655627105
59	0.006471703566
60	0.006319646729
61	0.006265894177
62	0.006171095343
63	0.006016256772
64	0.00586016343
65	0.005750689226
66	0.005622900326
67	0.005492215575
68	0.005319789974
69	0.005290458499
70	0.005162067902
71	0.005113424831
72	0.005010656235
73	0.00485498329
74	0.004781242357
75	0.004673207186
76	0.004600847487
77	0.004562056827
78	0.004431438273
79	0.004367046855
80	0.004335379236
81	0.004220333164
82	0.004169637507
83	0.004019748853
84	0.003896248646
85	0.003858875037
86	0.003820858481
87	0.003796900285
88	0.003705049172
89	0.003680809641
90	0.00363273344
91	0.003597749079
92	0.003549768467
93	0.003469307847
94	0.003430829645
95	0.003404149982
96	0.003363025154
97	0.003321673085
98	0.003296206696
99	0.00325106957
100	0.003214978888
101	0.003180115311
102	0.003157559592
103	0.003113712804
104	0.003077282247
105	0.003017626597
106	0.002975287261
107	0.002957764205
108	0.002875999168
109	0.002800477598
110	0.002748728972
111	0.002714236886
112	0.002692985337
113	0.002636250484
114	0.002624335359
115	0.00257738598
116	0.00255357401
117	0.002524616001
118	0.00249121517
119	0.002451338443
120	0.002432170108
121	0.002398726299
122	0.002371541764
123	0.002306585947
124	0.002262279982
125	0.002249134788
126	0.002216534984
127	0.002189795794
128	0.002162635959
129	0.00215076159
130	0.002134532578
131	0.002125408328
132	0.002078017062
133	0.002048211343
134	0.002041994059
135	0.002014372084
136	0.001966771855
137	0.001942659283
138	0.001915130551
139	0.001892257311
140	0.001878752853
141	0.001867408797
142	0.001853139868
143	0.001829264171
144	0.001802356402
145	0.00177729596
146	0.001740931971
147	0.001730491324
148	0.001710126635
149	0.00170928757
150	0.001676012339
151	0.001657432733
152	0.001643351278
153	0.001632879757
154	0.001607129192
155	0.001592910033
156	0.001577805744
157	0.001547353992
158	0.001531286272
159	0.001524674031
160	0.001519745973
161	0.001504344417
162	0.001497661163
163	0.001477325867
164	0.001451193561
165	0.001433172797
166	0.001419790481
167	0.001413156874
168	0.001407447302
169	0.001397804348
170	0.00139160633
171	0.001382526663
172	0.0013682565
173	0.001354284467
174	0.001346000147
175	0.001338602811
176	0.001323925464
177	0.001312237581
178	0.001299970479
179	0.001298604806
180	0.001285172596
181	0.001268137122
182	0.001264693792
183	0.001247409711
184	0.001238716232
185	0.001221808705
186	0.001203860313
187	0.001197069243
188	0.001194178086
189	0.001191572463
190	0.001171583958
191	0.001161387349
192	0.001157567712
193	0.001143373624
194	0.001133326699
195	0.001123861216
196	0.001118794713
197	0.001107898595
198	0.001088877102
199	0.00108483047
200	0.001067770667
201	0.00106577662
202	0.001062393682
203	0.001053675751
204	0.001046025361
205	0.00103482296
206	0.001031058466
207	0.001022393393
208	0.001016744707
209	0.001014334647
210	0.001009501499
211	0.001008373751
212	0.0009907350982
213	0.0009801931809
214	0.0009765600917
215	0.0009744369252
216	0.0009661884822
217	0.0009550254785
218	0.0009500535156
219	0.0009457884104
220	0.0009409069737
221	0.0009336679657
222	0.0009301808547
223	0.0009253099156
224	0.0009218268801
225	0.0009177299831
226	0.0009143319781
227	0.0009042442972
228	0.0008987877783
229	0.0008922715596
230	0.0008864187879
231	0.0008840711584
232	0.000876188587
233	0.0008727279669
234	0.000864338177
235	0.0008574371293
236	0.0008536839973
237	0.000843417734
238	0.0008427719476
239	0.0008317496733
240	0.000827994133
241	0.0008232274286
242	0.0008153389291
243	0.0008102052417
244	0.0008000981094
245	0.0007967935328
246	0.0007910526531
247	0.0007821523103
248	0.0007742629462
249	0.0007678957931
250	0.0007612679913
251	0.000756215197
252	0.0007500485477
253	0.0007487922343
254	0.0007445936344
255	0.000740629254
256	0.0007359854948
257	0.0007322410079
258	0.0007271932154
259	0.000723951192
260	0.0007211819303
261	0.0007149000546
262	0.000712609853
263	0.0007082510106
264	0.0007073955195
265	0.000701918129
266	0.0006983848904
267	0.0006948883933
268	0.000691561463
269	0.0006866377273
270	0.0006815528845
271	0.0006804242711
272	0.000675650589
273	0.0006712054194
274	0.0006663518321
275	0.0006650973095
276	0.0006624175859
277	0.0006590614477
278	0.0006535560842
279	0.0006464434176
280	0.0006403584025
281	0.0006382286286
282	0.0006369804663
283	0.0006334988511
284	0.0006313809951
285	0.0006274668178
286	0.0006240543014
287	0.0006205363769
288	0.0006183196584
289	0.0006178602966
290	0.0006138142203
291	0.000611789731
292	0.0006101938518
293	0.0006078207811
294	0.0006060088369
295	0.0006015524287
296	0.0005970868815
297	0.0005945646216
298	0.0005931597984
299	0.0005920632334
300	0.0005908921357
301	0.000585259381
302	0.0005812331266
303	0.0005786389275
304	0.0005764286928
305	0.0005738548095
306	0.0005733404898
307	0.000567662719
308	0.0005643011467
309	0.0005588209774
310	0.000557657969
311	0.0005567011454
312	0.0005530169269
313	0.000551468719
314	0.0005470571417
315	0.0005446276928
316	0.0005421071619
317	0.0005409518106
318	0.0005397190241
319	0.0005375046521
320	0.0005334861166
321	0.0005316369986
322	0.0005299155807
323	0.00052833094
324	0.0005246471537
325	0.0005230766539
326	0.0005206037327
327	0.0005175955584
328	0.0005156962373
329	0.0005143784205
330	0.0005131506975
331	0.0005112346421
332	0.0005102688956
333	0.0005048024349
334	0.0005032084699
335	0.0005029690324
336	0.0005015432757
337	0.000498041499
338	0.0004978687212
339	0.0004968127263
340	0.0004938339143
341	0.0004898773454
342	0.0004891479796
343	0.0004879449569
344	0.0004862327089
345	0.0004849571294
346	0.0004842513215
347	0.0004833471401
348	0.0004827807648
349	0.000481404532
350	0.0004809486282
351	0.00047755016
352	0.0004759104071
353	0.0004727194514
354	0.0004710697875
355	0.000466839139
356	0.0004652788589
357	0.0004630801407
358	0.0004610786226
359	0.0004602011792
360	0.0004592837833
361	0.0004589450202
362	0.0004568174694
363	0.0004552215901
364	0.0004525003394
365	0.000450549858
366	0.0004498646439
367	0.0004473177147
368	0.000445984275
369	0.0004449745621
370	0.000443600398
371	0.0004407225171
372	0.0004394721318
373	0.0004375146418
374	0.0004364466056
375	0.0004349263089
376	0.0004339646997
377	0.0004329681396
378	0.0004323244218
379	0.0004310837004
380	0.0004270355555
381	0.0004237411369
382	0.0004209963901
383	0.0004201367308
384	0.0004194693008
385	0.0004187175197
386	0.0004164033281
387	0.0004155241248
388	0.0004145864748
389	0.0004131298428
390	0.0004105471601
391	0.0004075886023
392	0.0004066616351
393	0.0004061657479
394	0.0004047056271
395	0.0004041732145
396	0.0004039215504
397	0.0004027811427
398	0.0003997190602
399	0.0003992891843
400	0.000397155551
401	0.0003961715264
402	0.0003939466259
403	0.0003924693384
404	0.0003916847369
405	0.0003907518108
406	0.0003898741822
407	0.0003893973141
408	0.0003880320729
409	0.0003863360961
410	0.0003849145694
411	0.0003831891685
412	0.0003807985915
413	0.0003773919723
414	0.000377302465
415	0.0003749855254
416	0.0003736132755
417	0.0003711677715
418	0.0003692282509
419	0.0003677327471
420	0.0003674376724
421	0.0003660344238
422	0.0003644751317
423	0.0003642852181
424	0.0003636829657
425	0.0003631066794
426	0.0003624713597
427	0.0003610449237
428	0.0003599962154
429	0.0003592423657
430	0.0003576296594
431	0.0003570277775
432	0.0003560343051
433	0.0003551192557
434	0.0003531289761
435	0.0003520904567
436	0.0003507148414
437	0.0003497856202
438	0.0003484340567
439	0.000347880402
440	0.0003477026841
441	0.0003458938584
442	0.0003449483969
443	0.0003445139514
444	0.0003438162328
445	0.000343198265
446	0.0003425153665
447	0.0003420163918
448	0.0003412751699
449	0.0003408427931
450	0.0003393299065
451	0.0003385320287
452	0.0003383635734
453	0.0003370738838
454	0.000336313365
455	0.0003355387979
456	0.0003345752744
457	0.0003334089623
458	0.0003325885456
459	0.0003324013181
460	0.0003319180898
461	0.0003304334849
462	0.0003299543012
463	0.000329328738
464	0.0003289855907
465	0.0003274598908
466	0.0003273111339
467	0.0003268916321
468	0.0003268154629
469	0.0003263024091
470	0.0003259030688
471	0.0003257000332
472	0.0003248806353
473	0.0003242835391
474	0.0003225489992
475	0.0003216756622
476	0.0003203668918
477	0.0003190152357
478	0.0003186134871
479	0.0003183413836
480	0.0003173434342
481	0.000316953727
482	0.0003162418984
483	0.0003153395696
484	0.0003137296421
485	0.0003132732135
486	0.0003124299182
487	0.0003121725422
488	0.0003114122703
489	0.0003107438832
490	0.000310253708
491	0.0003097739068
492	0.0003095523152
493	0.000309302164
494	0.0003088273338
495	0.0003072643058
496	0.0003071140977
497	0.0003064469456
498	0.0003061839195
499	0.0003057130104
